chave_produto,praca,pontos,alcance,impactos,frequencia
PR35295,SP,1,101992,179958,1.7644258740667722
PR36577,SP,1,123596,179615,1.453238451404984
PR36578,SP,1,123602,179605,1.4530902464385007
PR35241,SP,1,122681,177762,1.4489725236007178
PR38261,SP,1,122681,177753,1.4489062328060873
PR35240,SP,1,122671,177749,1.4489825897160513
PR37361,SP,1,106446,176918,1.662039462614906
PR37360,SP,1,106451,176913,1.6619181357987893
PR36453,SP,1,109663,176416,1.608713766956263
PR36452,SP,1,109661,176415,1.608725471216098
PR37599,SP,1,100752,168512,1.6725501880756335
PR37598,SP,1,100760,168508,1.6723612652437483
PR38222,SP,1,98647,168279,1.7058628122570905
PR38223,SP,1,98650,168268,1.7057074633595295
PR37314,SP,1,113233,166550,1.4708621719567945
PR37110,SP,1,113252,166547,1.470584947483748
PR37315,SP,1,113234,166539,1.4707436908611373
PR37316,SP,1,113238,166537,1.4706797443027604
PR35699,SP,1,107791,164074,1.5221448692272381
PR37610,SP,1,107792,164073,1.5221254405341824
PR38274,SP,1,107800,164069,1.5219729806072058
PR35698,SP,1,107790,164060,1.5220342319719202
PR37611,SP,1,107801,164058,1.5218566973037724
PR38273,SP,1,107791,164057,1.5219898646689782
PR38258,SP,1,103498,163844,1.583053015992364
PR38257,SP,1,103489,163841,1.5831753864765927
PR37291,SP,1,106133,163437,1.5399227502814374
PR37292,SP,1,106126,163437,1.540018671975528
PR37601,SP,1,96837,162837,1.6815571354751195
PR37121,SP,1,102284,162567,1.5893570871443436
PR37120,SP,1,102284,162556,1.5892557069286395
PR36278,SP,1,110970,161380,1.4542596711624103
PR36279,SP,1,110968,161377,1.4542605177545866
PR37365,SP,1,88537,160641,1.8143836274776335
PR37364,SP,1,88553,160631,1.8139454076135009
PR37294,SP,1,105401,159051,1.5090117206590028
PR37293,SP,1,105403,159047,1.5089347458205205
PR36243,SP,1,107081,158149,1.4769039642485662
PR36244,SP,1,107087,158143,1.4767671415699477
PR36307,SP,1,89654,157513,1.7568816891872676
PR36308,SP,1,89659,157497,1.7566176301648877
PR37123,SP,1,95745,156668,1.6363009701872977
PR37122,SP,1,95752,156662,1.6361323381096649
PR36532,SP,1,98229,155134,1.579307240898942
PR37113,SP,1,84343,153337,1.8180077150752703
PR37112,SP,1,84344,153323,1.8178187941981783
PR36451,SP,1,97936,151935,1.551371854451271
PR37657,SP,1,89346,151616,1.6969530067454281
PR37656,SP,1,89343,151609,1.6969190652891144
PR38149,SP,1,99440,149814,1.5065748944241766
PR38152,SP,1,99441,149812,1.506539818345642
PR38151,SP,1,99459,149810,1.5062479118412162
PR38150,SP,1,99440,149809,1.5065214785423746
PR37637,SP,1,95493,148663,1.5567956897477049
PR37638,SP,1,95484,148652,1.5568227530003544
PR36445,SP,1,102583,146076,1.4239767159299785
PR36446,SP,1,102579,146065,1.4239215628165824
PR36197,SP,1,101599,143582,1.4132228997189946
PR36196,SP,1,101594,143582,1.4132829502268323
PR38262,SP,1,99660,142710,1.4319746362087649
PR37635,SP,1,89483,141772,1.5843443238507342
PR37636,SP,1,89493,141766,1.584110786715928
PR37354,SP,1,84565,139820,1.6534010141959767
PR37353,SP,1,84564,139806,1.6532521091925851
PR36472,SP,1,89653,138257,1.5421357742300654
PR36473,SP,1,89650,138256,1.5421768631602195
PR36454,SP,1,92666,137449,1.483274093781622
PR36455,SP,1,92663,137447,1.483293457956028
PR37286,SP,1,83999,135676,1.6151980395156411
PR37285,SP,1,83991,135667,1.6152583662404605
PR38337,SP,1,86287,135355,1.568660400560869
PR35605,SP,1,81432,133290,1.636825470194375
PR35606,SP,1,81430,133280,1.6367433142491117
PR37178,SP,1,89463,132927,1.4858314832231463
PR36731,SP,1,87782,132090,1.5047523377783572
PR37600,SP,1,73998,130882,1.7687317123534625
PR34914,SP,1,80516,128605,1.5972522626748356
PR36182,SP,1,85353,126573,1.4829313013230796
PR36181,SP,1,85355,126568,1.4828363197729222
PR35604,SP,1,81369,125598,1.543549740733144
PR38346,SP,1,79087,123094,1.5564317391501157
PR38347,SP,1,79093,123088,1.5562376159511102
PR38279,SP,1,76724,122831,1.6009456736823637
PR38283,SP,1,76722,122828,1.6009550295918145
PR38280,SP,1,76729,122818,1.6006824532973558
PR36737,SP,1,80114,117048,1.4610101897717835
PR37604,SP,1,73613,116506,1.582671456702754
PR37602,SP,1,73598,116501,1.5829263404609453
PR37605,SP,1,73600,116488,1.582722758649925
PR37603,SP,1,73609,116488,1.582509280696125
PR37156,SP,1,76720,116266,1.515451947484872
PR37155,SP,1,76716,116252,1.5153550549732309
PR38178,SP,1,70268,115073,1.6376372118414355
PR38215,SP,1,69763,113763,1.6307140286199724
PR38216,SP,1,69752,113756,1.6308555509504057
PR36447,SP,1,70404,112707,1.6008533216523233
PR36448,SP,1,70397,112706,1.601010778981377
PR36705,SP,1,68332,112311,1.643598819480532
PR36706,SP,1,68325,112304,1.6436746382239582
PR38285,SP,1,72135,111889,1.551110129006169
PR38284,SP,1,72143,111873,1.5506972045561211
PR37188,SP,1,79382,111424,1.4036430603087247
PR37186,SP,1,79381,111422,1.40364201736228
PR37187,SP,1,79370,111419,1.4037891717287985
PR37606,SP,1,70889,111358,1.5708851877734729
PR37607,SP,1,70888,111339,1.5706394816964573
PR35084,SP,1,76162,110826,1.4551249900213856
PR35085,SP,1,76162,110809,1.4549104390288994
PR37608,SP,1,66991,109226,1.6304401207012493
PR37609,SP,1,67000,109222,1.630168893505749
PR38255,SP,1,60306,106063,1.7587438706886303
PR38256,SP,1,60309,106062,1.7586329654091095
PR38253,SP,1,60317,106061,1.7584069456931695
PR38254,SP,1,60305,106052,1.7585889661601741
PR36469,SP,1,66380,105226,1.5852179616697915
PR37641,SP,1,68758,104579,1.5209558813904964
PR37642,SP,1,68775,104574,1.5205294394592948
PR37339,SP,1,67362,104428,1.5502376824778241
PR37338,SP,1,67379,104418,1.5497164993742862
PR37612,SP,1,68250,101864,1.4925020505296211
PR38341,SP,1,62453,101451,1.6244428436035956
PR38249,SP,1,64164,100561,1.5672471519523448
PR38250,SP,1,64159,100546,1.5671312250369622
PR35110,SP,1,62303,99043,1.589693849986927
PR38252,SP,1,54184,98327,1.814673685861797
PR38251,SP,1,54169,98321,1.8150730981683092
PR37632,SP,1,68649,97429,1.4192483503037188
PR37631,SP,1,68648,97414,1.4190281451674343
PR38231,SP,1,59181,93298,1.5764764783877672
PR38232,SP,1,59186,93293,1.5762628988996599
PR35650,SP,1,61754,93203,1.509241848751906
PR35649,SP,1,61740,93197,1.5095139841694636
PR37582,SP,1,65388,93150,1.4245777974075995
PR37583,SP,1,65373,93146,1.4248518121367963
PR37153,SP,1,58188,92991,1.5980990801130186
PR37154,SP,1,58205,92984,1.5975146870723698
PR38203,SP,1,53079,92471,1.7421254661626442
PR38202,SP,1,53068,92454,1.7421737043702812
PR37596,SP,1,59021,89219,1.511646114799039
PR37597,SP,1,59031,89216,1.5113267204965473
PR37639,SP,1,59651,89001,1.492011664994188
PR37640,SP,1,59658,88989,1.4916320867117094
PR35248,SP,1,54557,88496,1.6220795383935787
PR35247,SP,1,54557,88486,1.6218827933602724
PR37356,SP,1,59986,86596,1.4436043849206712
PR37355,SP,1,59986,86594,1.4435638031766767
PR36178,SP,1,50494,86301,1.709151186279558
PR36177,SP,1,50495,86295,1.7089776200155578
PR34905,SP,1,53012,84337,1.590916850728731
PR34906,SP,1,53007,84332,1.5909550190217503
PR36281,SP,1,56311,83747,1.487202982670641
PR36441,SP,1,50515,83193,1.646896823132865
PR36442,SP,1,50522,83180,1.6464049369051394
PR38213,SP,1,53424,82421,1.5427696870276046
PR38214,SP,1,53418,82407,1.5426909502617365
PR36707,SP,1,52625,82375,1.565332082727001
PR36708,SP,1,52636,82358,1.5646816292690267
PR34915,SP,1,52029,82191,1.5796936494052558
PR34916,SP,1,52039,82190,1.5793889150121725
PR37344,SP,1,52536,82008,1.5610038830516217
PR37343,SP,1,52540,82002,1.5607389618037357
PR36175,SP,1,47699,80885,1.6957204905842491
PR36176,SP,1,47707,80884,1.6954245187606574
PR35116,SP,1,53106,80503,1.5158925319533112
PR35117,SP,1,53124,80493,1.515190828429099
PR36728,SP,1,49243,75829,1.539899872856032
PR36727,SP,1,49231,75821,1.540095942073201
PR35682,SP,1,46252,68919,1.4900732697272507
PR38350,SP,1,51190,68506,1.3382870303896948
PR38351,SP,1,51191,68494,1.338011691108444
PR36440,SP,1,40723,65739,1.614278694816527
PR37184,SP,1,45825,63396,1.3834232314710837
PR37185,SP,1,45838,63396,1.383028072826212
PR35685,SP,1,37939,62877,1.6573080292801934
PR36726,SP,1,40771,61447,1.5071215763491703
PR36725,SP,1,40770,61440,1.5069841058826212
PR35683,SP,1,39011,60163,1.5421819299434194
PR36724,SP,1,38846,58155,1.4970770636311752
PR36723,SP,1,38862,58152,1.4963632195111658
PR35709,SP,1,36710,55779,1.5194561978468777
PR35708,SP,1,36701,55777,1.519746018114083
PR38296,SP,1,36268,53791,1.4831528644156025
PR38295,SP,1,36270,53782,1.4827988259419842
PR37645,SP,1,32556,52984,1.6274801244489165
PR37646,SP,1,32548,52981,1.6277867183808352
PR37342,SP,1,35706,52936,1.4825789832019876
PR37341,SP,1,35713,52927,1.482000120401469
PR38336,SP,1,32969,50442,1.53000629680901
PR38335,SP,1,32985,50427,1.528805716031956
PR37275,SP,1,31662,50129,1.5832298462284793
PR37276,SP,1,31658,50113,1.582956309690584
PR35246,SP,1,31587,48354,1.5308303582367675
PR36474,SP,1,32390,48110,1.4853006690453159
PR36475,SP,1,32396,48109,1.4850036346126245
PR36449,SP,1,33724,47421,1.4061299841777781
PR36450,SP,1,33737,47415,1.4054255448115929
PR37273,SP,1,30223,46850,1.5501519686441008
PR37274,SP,1,30234,46845,1.5494473109743996
PR34897,SP,1,28618,46250,1.6161099087099118
PR38248,SP,1,29283,46110,1.5746033794955958
PR38247,SP,1,29283,46097,1.574172979677251
PR37345,SP,1,27393,43646,1.593327207687503
PR37346,SP,1,27379,43640,1.593918809840178
PR38180,SP,1,26596,43234,1.6255909166619982
PR38179,SP,1,26607,43234,1.6249151071500922
PR36465,SP,1,26524,42986,1.6206493278817389
PR36464,SP,1,26524,42983,1.6205129403834138
PR35617,SP,1,26239,40217,1.5327114949274754
PR35618,SP,1,26224,40207,1.5331697224232617
PR36712,SP,1,27720,39961,1.4415883180965174
PR36711,SP,1,27730,39946,1.4405177937977112
PR37357,SP,1,25615,39906,1.5579191178393843
PR37358,SP,1,25604,39903,1.5584401686869895
PR38349,SP,1,29533,39653,1.3426751795085026
PR38348,SP,1,29533,39648,1.3425119891267432
PR35612,SP,1,25150,38902,1.5467812517146804
PR35611,SP,1,25157,38897,1.546141884645686
PR37177,SP,1,27248,38156,1.4002959402893491
PR37176,SP,1,27233,38147,1.4007503137629003
PR36437,SP,1,22409,36068,1.6095074347534675
PR34912,SP,1,23587,35511,1.5054983909061503
PR34913,SP,1,23588,35508,1.5053029313861979
PR37195,SP,1,22500,35018,1.5563304978533907
PR37196,SP,1,22497,35015,1.5564545308264754
PR38243,SP,1,20108,28702,1.4273527735590652
PR38244,SP,1,20093,28699,1.4283134188043123
PR36430,SP,1,18197,27403,1.5058619111231513
PR36429,SP,1,18196,27399,1.505766758827095
PR38235,SP,1,16809,24819,1.4764717150169127
PR38236,SP,1,16800,24817,1.47714187589765
PR36444,SP,1,13932,20173,1.447993310436652
PR36443,SP,1,13927,20173,1.4484936953988368
PR38189,SP,1,12975,18086,1.3938642893253925
PR38188,SP,1,12982,18078,1.3924858523374553
PR37594,SP,1,11815,17987,1.5223786107843222
PR37595,SP,1,11826,17986,1.520844536891414
PR38176,SP,1,11475,17010,1.4824006044386502
PR38234,SP,1,11630,16449,1.414410084221478
PR38233,SP,1,11639,16444,1.412887444712125
PR36439,SP,1,9372,14311,1.5268988945542847
PR36438,SP,1,9390,14310,1.5239140828737578
PR38166,SP,1,58,71,1.211704834605598
PR30876,SP,1,2378416,5209396,2.190279444701726
PR32512,SP,1,2295977,4262025,1.8563014438888528
PR40217,SP,1,1832962,3942189,2.1507195737489333
PR33470,SP,1,1419814,3174342,2.2357438112921417
PR33816,PE,1,1025032,3155284,3.078228225682349
PR18096,RJ,1,1287259,3017837,2.344389897111552
PR30997,SP,1,1529601,2970636,1.9420984843365177
PR18091,RJ,1,1257498,2929490,2.329618069696841
PR18089,RJ,1,1257506,2929486,2.3295998061687397
PR32654,SP,1,1314796,2909884,2.2131819576503085
PR40204,SP,1,1551941,2903366,1.8707959219987427
PR39894,BA,1,1096827,2818099,2.569318539554403
PR30939,SP,1,1285020,2747053,2.1377507226148187
PR40293,SP,1,1407124,2695216,1.915407758003222
PR33836,PE,1,868631,2652060,3.0531475333261873
PR33814,PE,1,866449,2631438,3.0370358880312933
PR40700,SP,1,1120825,2600579,2.3202349307237977
PR32672,SP,1,1280712,2586435,2.01952915039909
PR32671,SP,1,1280729,2586435,2.0195022196302266
PR32337,SP,1,1280717,2586434,2.0195204454154316
PR32335,SP,1,1280715,2586427,2.019517275665637
PR32336,SP,1,1280716,2586422,2.019512381869546
PR40273,SP,1,1280648,2586260,2.019492258658993
PR40274,SP,1,1280660,2586259,2.0194727580152345
PR33169,SP,1,1117222,2539765,2.2732859163851735
PR35276,SP,1,1114659,2534487,2.2737760450958704
PR35275,SP,1,1114647,2534486,2.273800307894546
PR40617,SP,1,1080012,2495806,2.3109043623632712
PR32516,SP,1,1068484,2471416,2.3130097556639404
PR33482,SP,1,1068484,2471411,2.313006308757104
PR32724,SP,1,1231267,2464036,2.001219003795844
PR30936,SP,1,1264108,2453829,1.9411547970888
PR30968,SP,1,1100095,2422271,2.2018733372751123
PR40379,SP,1,1213343,2414873,1.9902628915277416
PR32374,SP,1,1186374,2373648,2.000758462096931
PR33506,SP,1,1186361,2373640,2.000772875460684
PR30847,SP,1,1186356,2373639,2.000780794067482
PR33010,SP,1,1203322,2371154,1.9705064814926774
PR42719,BA,1,908168,2368725,2.6082445439962254
PR40203,SP,1,1366803,2366154,1.7311589725139058
PR33507,SP,1,1340995,2364524,1.7632612790794133
PR40342,SP,1,1035052,2346396,2.266934626629231
PR40343,SP,1,1035066,2346396,2.266903715487235
PR40345,SP,1,1035063,2346392,2.266905819711621
PR40344,SP,1,1035049,2346389,2.266933578781102
PR32470,SP,1,1080401,2315341,2.1430386468435385
PR33478,SP,1,1086773,2270930,2.0896088195626765
PR33039,SP,1,1037258,2255671,2.1746475931302136
PR40822,SP,1,1037246,2255670,2.174670917278318
PR30969,SP,1,1037259,2255665,2.1746395673515386
PR18095,RJ,1,1079366,2225254,2.0616295724987452
PR31005,SP,1,1113312,2209360,1.984492864466176
PR40380,SP,1,1113314,2209354,1.9844844802586297
PR32632,SP,1,1099841,2183851,1.9856060879033854
PR32656,SP,1,1099859,2183851,1.9855731374093761
PR32356,SP,1,1099848,2183843,1.985586963449969
PR32657,SP,1,1099853,2183842,1.9855761118235746
PR32686,SP,1,1099853,2183841,1.9855748436480531
PR32448,SP,1,1160591,2168310,1.8682815824006906
PR40331,SP,1,1261545,2141667,1.6976531318763846
PR32653,SP,1,1105664,2127040,1.9237654749867619
PR34474,RS,1,658680,2125737,3.227264187478676
PR33502,SP,1,1115141,2106204,1.8887320727624395
PR41234,CE,1,732124,2055632,2.807762108742231
PR32662,SP,1,1107454,2047818,1.849121997479843
PR39865,BA,1,787928,2033456,2.5807622960832437
PR33835,PE,1,820840,2028491,2.4712383755223657
PR32385,SP,1,1162691,2023096,1.7400109564732835
PR40262,SP,1,1096717,2015239,1.8375200104034128
PR40561,BA,1,735003,1993398,2.712096189754431
PR39845,BA,1,799269,1986814,2.4857870610867723
PR40355,SP,1,967015,1938074,2.0041824789424423
PR31023,SP,1,967003,1938067,2.004199976237925
PR40356,SP,1,967014,1938059,2.0041672471472207
PR40294,SP,1,1074857,1936175,1.8013325306219774
PR40296,SP,1,1074868,1936166,1.8013043319940258
PR40297,SP,1,1074873,1936160,1.8012914656290298
PR40295,SP,1,1074865,1936157,1.8013016637461166
PR32505,SP,1,1015300,1877357,1.849066001494691
PR33833,PE,1,749443,1871641,2.4973730457094225
PR33834,PE,1,749437,1871634,2.4973857264146186
PR41002,SP,1,862889,1843327,2.136226061088534
PR30883,SP,1,929040,1837869,1.9782458496225013
PR30882,SP,1,981447,1836507,1.8712225807130007
PR33031,SP,1,986431,1833711,1.8589331203448325
PR30945,SP,1,996942,1823282,1.8288742125312927
PR32684,SP,1,973786,1813913,1.862743070175252
PR32384,SP,1,973784,1813908,1.8627415595891101
PR32639,SP,1,955779,1796531,1.8796497088335438
PR32651,SP,1,973623,1771345,1.8193319617564854
PR33018,SP,1,794360,1761139,2.2170520723448077
PR32357,SP,1,1035243,1741071,1.6817989224103125
PR40276,SP,1,886058,1739221,1.9628749807038648
PR40275,SP,1,886052,1739218,1.9628841180644352
PR40620,SP,1,975626,1736417,1.7797975692666668
PR33150,SP,1,946345,1733235,1.831503401141082
PR31028,SP,1,868181,1711926,1.9718528867947294
PR32453,SP,1,868186,1711919,1.9718344014876257
PR33487,SP,1,941541,1702043,1.8077195498374588
PR41811,BA,1,686884,1699629,2.474402214170411
PR33479,SP,1,812776,1693859,2.0840412598178157
PR39864,BA,1,699604,1673819,2.3925239529361897
PR31010,SP,1,863474,1669980,1.9340244767167234
PR31007,SP,1,890519,1659754,1.8638056055916066
PR31002,SP,1,857413,1657603,1.933260969940435
PR32500,SP,1,899011,1641651,1.8260631366320783
PR32513,SP,1,933659,1621330,1.7365334425980217
PR33812,PE,1,620262,1617470,2.607718417837908
PR39811,BA,1,606099,1600622,2.640857187267576
PR30863,SP,1,780027,1600254,2.051535801060132
PR30902,SP,1,874324,1598734,1.8285371460998754
PR33826,PE,1,668646,1589022,2.3764758321916237
PR32504,SP,1,799438,1588409,1.986905215318024
PR33011,SP,1,790847,1585991,2.0054317028096533
PR33159,SP,1,762402,1584141,2.0778281531882397
PR30967,SP,1,749936,1576342,2.1019685220172852
PR33047,SP,1,734660,1576162,2.1454307501653385
PR33176,SP,1,795493,1561014,1.9623221645205273
PR32645,SP,1,697350,1538213,2.205795331604553
PR32649,SP,1,728750,1471704,2.019490685525073
PR39858,BA,1,618343,1467529,2.3733229470913613
PR33170,SP,1,646474,1454137,2.2493326501205044
PR32628,SP,1,698485,1449886,2.075758196798469
PR39863,BA,1,531980,1430198,2.6884424464513725
PR30853,SP,1,752293,1424816,1.8939642375681742
PR33195,SP,1,749673,1418735,1.8924721951533925
PR41236,CE,1,570032,1408849,2.471524868196984
PR32674,SP,1,837204,1394485,1.665646146801827
PR41353,BA,1,586232,1379714,2.3535280857599687
PR33815,PE,1,553822,1369207,2.472287407119308
PR32322,SP,1,741672,1368558,1.8452334262530694
PR42676,BA,1,535275,1365525,2.551072870593402
PR40263,SP,1,852095,1363321,1.599962581676107
PR31014,SP,1,789883,1341990,1.6989724715690437
PR33030,SP,1,758251,1338852,1.765709082995674
PR42800,CE,1,531823,1336534,2.5131143994264873
PR32366,SP,1,720673,1321847,1.8341829388605249
PR30867,SP,1,697903,1302897,1.8668729053155864
PR41216,CE,1,606950,1298174,2.13884746185386
PR40832,SP,1,569561,1294175,2.272233223970159
PR40833,SP,1,569561,1294174,2.272229207125409
PR30924,SP,1,628342,1283596,2.042829237920867
PR33050,SP,1,653476,1277528,1.9549717061058702
PR32515,SP,1,732544,1267148,1.7297898651500978
PR39882,BA,1,482147,1265372,2.624449823845528
PR33821,PE,1,501217,1243940,2.4818382660016938
PR32323,SP,1,669531,1243041,1.8565827665132337
PR40927,BA,1,354170,1240471,3.5024644311625988
PR39115,PE,1,457260,1235983,2.703020221375493
PR30870,SP,1,666115,1234615,1.8534551756152662
PR32658,SP,1,661679,1232794,1.8631299160050785
PR32452,SP,1,661675,1232793,1.8631385607309057
PR32338,SP,1,738836,1213498,1.6424448431943866
PR33023,SP,1,677590,1211379,1.787776480566157
PR30975,SP,1,610571,1210140,1.9819803735346433
PR40357,SP,1,610574,1210139,1.9819678932048945
PR33022,SP,1,524383,1207312,2.302346664404709
PR32624,SP,1,657418,1204354,1.8319445224008755
PR31008,SP,1,657434,1204340,1.8318805691326667
PR31019,SP,1,681917,1202702,1.763705742832934
PR30944,SP,1,715641,1200912,1.6780927141923834
PR35269,SP,1,514062,1189198,2.3133335134670263
PR35270,SP,1,514071,1189187,2.31327134875325
PR30868,SP,1,645746,1176830,1.8224327598639443
PR30986,SP,1,642561,1176688,1.8312454583148845
PR33496,SP,1,671098,1176633,1.7532934750259095
PR33497,SP,1,671101,1176631,1.7532830113151527
PR40313,SP,1,660722,1174716,1.7779280325841094
PR40310,SP,1,660735,1174710,1.7778839389819099
PR40312,SP,1,660729,1174708,1.7778969474457074
PR40311,SP,1,660722,1174703,1.777907179816337
PR33066,SP,1,573175,1174002,2.048240909331911
PR32496,SP,1,632211,1173628,1.8563875261714429
PR33819,PE,1,452201,1160582,2.566513014815615
PR33494,SP,1,662918,1158276,1.7472374325266002
PR30862,SP,1,662922,1158272,1.7472219712711177
PR33020,SP,1,568910,1155846,2.0316838647667574
PR32377,SP,1,568906,1155839,2.031685681771709
PR32468,SP,1,496476,1153342,2.3230577178732617
PR39861,BA,1,517302,1150904,2.224818361674186
PR39374,SP,1,739160,1148566,1.5538787579652644
PR32371,SP,1,607179,1146514,1.8882638034814268
PR31024,SP,1,607193,1146501,1.8881964778534592
PR41253,CE,1,416580,1142775,2.743228962561983
PR31020,SP,1,619350,1142430,1.8445618122108705
PR30869,SP,1,619355,1142425,1.8445404407226658
PR41224,CE,1,408101,1130663,2.77054751630643
PR39594,SP,1,636645,1126063,1.7687441164287248
PR33032,SP,1,664515,1117738,1.6820344664875004
